,test,train
0.01,0.7725631768953068,0.7573643410852713
0.1,0.776173285198556,0.7558139534883721
1.0,0.7779783393501805,0.7542635658914729
10.0,0.776173285198556,0.7542635658914729
100.0,0.776173285198556,0.7542635658914729
