,test,train
0.001,0.7617328519855595,0.7201550387596899
0.01,0.7743682310469314,0.7426356589147287
0.1,0.7671480144404332,0.7612403100775194
1.0,0.7671480144404332,0.7604651162790698
10.0,0.7671480144404332,0.7635658914728682
100.0,0.7671480144404332,0.7635658914728682
1000.0,0.7671480144404332,0.7635658914728682
10000.0,0.7671480144404332,0.7635658914728682
100000.0,0.7671480144404332,0.7635658914728682
